Date,News,sentiment,confidence,Close Price,Ticker
7/1/2016,S&amp;P revises European Union credit rating to 'AA' from 'AA+',NEGATIVE,0.939986646,209.92,SPY
7/1/2016,India gets $1 billion loan from World Bank for solar mission,POSITIVE,0.704147935,209.92,SPY
7/1/2016,U.S. sailors detained by Iran spoke too much under interrogation: Navy,NEGATIVE,0.979017675,209.92,SPY
7/1/2016,Mass fish kill in Vietnam solved as Taiwan steelmaker accepts responsibility for pollution,NEGATIVE,0.822001159,209.92,SPY
7/1/2016,"Philippines president Rodrigo Duterte urges people to kill drug addicts | Duterte, 71, won power in a landslide after a campaign dominated by threats to kill tens of thousands in a war on crime",NEGATIVE,0.614849329,209.92,SPY
7/1/2016,Spain arrests three Pakistanis accused of promoting militancy,NEGATIVE,0.989289582,209.92,SPY
7/1/2016,"Venezuela, where anger over food shortages is still mounting, continued to be roiled this week by angry protests and break-ins of grocery stores and businesses that have left five dead, at least 30 injured and 200 arrested, according to various news reports.",NEGATIVE,0.993785262,209.92,SPY
7/1/2016,"A Hindu temple worker has been killed by three men on a motorcycle, local police have said. More than 40 people have been killed in attacks blamed on Islamist militants in Bangladesh since February 2013, including secular bloggers, academics, gay rights activists and members of religious minorities.",NEGATIVE,0.997203946,209.92,SPY
7/1/2016,"Ozone layer hole seems to be healing - US &amp; UK team shows it's shrunk &amp; may slowly recover. ""If you had to have an ozone hole anywhere in the world, it'd be Antarctica because its not teeming with life. It showed us if we didnt back off with these chemicals, wed have a crisis.""",NEGATIVE,0.998952031,209.92,SPY
6/30/2016,Jamaica proposes marijuana dispensers for tourists at airports following legalisation: The kiosks and desks would give people a license to purchase up to 2 ounces of the drug to use during their stay,NEGATIVE,0.995549679,209.48,SPY
6/30/2016,Stephen Hawking says pollution and 'stupidity' still biggest threats to mankind: we have certainly not become less greedy or less stupid in our treatment of the environment over the past decade,NEGATIVE,0.995738983,209.48,SPY
6/30/2016,Boris Johnson says he will not run for Tory party leadership,NEGATIVE,0.829531729,209.48,SPY
6/30/2016,Six gay men in Ivory Coast were abused and forced to flee their homes after they were pictured signing a condolence book for victims of the recent attack on a gay nightclub in Florida,NEGATIVE,0.982766509,209.48,SPY
6/30/2016,Switzerland denies citizenship to Muslim immigrant girls who refused to swim with boys: report,NEGATIVE,0.999156356,209.48,SPY
6/30/2016,Palestinian terrorist stabs israeli teen girl to death in her bedroom,NEGATIVE,0.998374104,209.48,SPY
6/30/2016,Puerto Rico will default on $1 billion of debt on Friday,NEGATIVE,0.99634701,209.48,SPY
6/30/2016,Republic of Ireland fans to be awarded medal for sportsmanship by Paris mayor.,POSITIVE,0.988859653,209.48,SPY
6/30/2016,Afghan suicide bomber 'kills up to 40' - BBC News,NEGATIVE,0.985251069,209.48,SPY
6/30/2016,"US airstrikes kill at least 250 ISIS fighters in convoy outside Fallujah, official says",NEGATIVE,0.992050707,209.48,SPY
6/30/2016,Turkish Cop Who Took Down Istanbul Gunman Hailed a Hero,POSITIVE,0.998049378,209.48,SPY
6/30/2016,"Cannabis compounds could treat Alzheimer's by removing plaque-forming proteins from brain cells, research suggests",POSITIVE,0.645571828,209.48,SPY
6/30/2016,"Japan's top court has approved blanket surveillance of the country's Muslims: 'They made us terrorist suspects, we never did anything wrong,' says Japanese Muslim, Mohammed Fujita",NEGATIVE,0.76584065,209.48,SPY
6/30/2016,CIA Gave Romania Millions to Host Secret Prisons,NEGATIVE,0.93550545,209.48,SPY
6/30/2016,Groups urge U.N. to suspend Saudi Arabia from rights council,NEGATIVE,0.990336537,209.48,SPY
6/30/2016,Googles free wifi at Indian railway stations is better than most of the countrys paid services,NEGATIVE,0.673267484,209.48,SPY
6/30/2016,"Mounting evidence suggests 'hobbits' were wiped out by modern humans' ancestors 50,000 years ago.",NEGATIVE,0.994012892,209.48,SPY
6/30/2016,"The men who carried out Tuesday's terror attack at Istanbul's Ataturk Airport were from Russia, Uzbekistan and Kyrgyzstan, a Turkish offical said.",NEGATIVE,0.997903228,209.48,SPY
6/30/2016,Calls to suspend Saudi Arabia from UN Human Rights Council because of military aggresion in Yemen,NEGATIVE,0.993362427,209.48,SPY
6/30/2016,More Than 100 Nobel Laureates Call Out Greenpeace For Anti-GMO Obstruction In Developing World,NEGATIVE,0.566859066,209.48,SPY
6/30/2016,"British pedophile sentenced to 85 years in US for trafficking child abuse images: Domminich Shaw, a kingpin of sexual violence against children, sent dozens of images online and discussed plans to assault and kill a child while on probation",NEGATIVE,0.993717074,209.48,SPY
6/30/2016,"US permitted 1,200 offshore fracks in Gulf of Mexico between 2010 and 2014 and allowed 72 billion gallons of chemical discharge in 2014.",NEGATIVE,0.739735246,209.48,SPY
6/30/2016,We will be swimming in ridicule - French beach police to carry guns while in swimming trunks: Police lifeguards on Frances busiest beaches will carry guns and bullet-proof vests for the first time this summer amid fears that terrorists could target holidaymakers.,NEGATIVE,0.821415246,209.48,SPY
6/30/2016,UEFA says no minutes of silence for Istanbul victims at Euro 2016 because 'Turkey have already been eliminated',NEGATIVE,0.991507173,209.48,SPY
6/30/2016,Law Enforcement Sources: Gun Used in Paris Terrorist Attacks Came from Phoenix,NEGATIVE,0.973816156,209.48,SPY
6/29/2016,Explosion At Airport In Istanbul,NEGATIVE,0.779697061,206.66,SPY
6/29/2016,Yemeni former president: Terrorism is the offspring of Wahhabism of Al Saud regime,NEGATIVE,0.997730076,206.66,SPY
6/29/2016,UK must accept freedom of movement to access EU Market,NEGATIVE,0.571204543,206.66,SPY
6/29/2016,"Devastated: scientists too late to captive breed mammal lost to climate change - Australian conservationists spent 5 months obtaining permissions &amp; planning for a captive breeding program. But when they arrived on the rodents tiny island, they they were too late.",NEGATIVE,0.999928951,206.66,SPY
6/29/2016,British Labor Party leader Jeremy Corbyn loses a no-confidence vote but refuses to resign,NEGATIVE,0.516206503,206.66,SPY
6/29/2016,A Muslim Shop in the UK Was Just Firebombed While People Were Inside,NEGATIVE,0.998231471,206.66,SPY
6/29/2016,Mexican Authorities Sexually Torture Women in Prison,NEGATIVE,0.994136572,206.66,SPY
6/29/2016,UK shares and pound continue to recover,NEGATIVE,0.92205286,206.66,SPY
6/29/2016,Iceland historian Johannesson wins presidential election,POSITIVE,0.988101482,206.66,SPY
6/29/2016,"99-Million-Yr-Old Bird Wings Found Encased in Amber - Finding things trapped in amber is far from rare. But when researchers in Burma found a pair of tiny bird-like wings frozen inside, they knew they had something special.",POSITIVE,0.642158449,206.66,SPY
6/29/2016,"A chatbot programmed by a British teenager has successfully challenged 160,000 parking tickets since its launch last year.",POSITIVE,0.659027934,206.66,SPY
6/29/2016,"The Philippine president-elect said Monday he would aggressively promote artificial birth control in the country even at the risk of getting in a fight with the dominant Catholic church, which staunchly opposes the use of contraceptives.",NEGATIVE,0.999197543,206.66,SPY
6/29/2016,Former Belgian Prime Minister ridicules Nigel Farage and accuses Ukip leader of lying in EU referendum campaign,NEGATIVE,0.995844066,206.66,SPY
6/29/2016,"Brexiteer Nigel Farage To EU: 'You're Not Laughing Now, Are You?'",NEGATIVE,0.983371675,206.66,SPY
6/29/2016,Islamic State bombings in southern Yemen kill 38 people,NEGATIVE,0.994613826,206.66,SPY
6/29/2016,"Escape Tunnel, Dug by Hand, Is Found at Holocaust Massacre Site",NEGATIVE,0.99463886,206.66,SPY
6/29/2016,"The land under Beijing is sinking by as much as four inches per year because of the overconsumption of groundwater, according to new research.",NEGATIVE,0.99988389,206.66,SPY
6/29/2016,"Car bomb and Anti-Islamic attack on Mosque in Perth, Australia",NEGATIVE,0.986728966,206.66,SPY
6/29/2016,Emaciated lions in Taiz Zoo are trapped in blood-soaked cages and left to starve for months due to the Yemeni civil war,NEGATIVE,0.999818504,206.66,SPY
6/29/2016,Rupert Murdoch describes Brexit as 'wonderful'. The media mogul likened leaving the EU to a prison break and shared his view of Donald Trump as a very able man.,POSITIVE,0.502629578,206.66,SPY
6/29/2016,More than 40 killed in Yemen suicide attacks,NEGATIVE,0.99071151,206.66,SPY
6/29/2016,Google Found Disastrous Symantec and Norton Vulnerabilities That Are 'As Bad As It Gets,NEGATIVE,0.999956369,206.66,SPY
6/29/2016,"Extremist violence on the rise in Germany: Domestic intelligence agency says far-right, far-left and Islamist radical groups gaining membership in country",NEGATIVE,0.994579554,206.66,SPY
6/29/2016,BBC News: Labour MPs pass Corbyn no-confidence motion,NEGATIVE,0.921500623,206.66,SPY
6/29/2016,Tiny New Zealand town with 'too many jobs' launches drive to recruit outsiders,NEGATIVE,0.993890882,206.66,SPY
6/28/2016,"2,500 Scientists To Australia: If You Want To Save The Great Barrier Reef, Stop Supporting Coal",NEGATIVE,0.999706209,203.20,SPY
6/28/2016,"The personal details of 112,000 French police officers have been uploaded to Google Drive in a security breach just a fortnight after two officers were murdered at their home by a jihadist.",NEGATIVE,0.999632835,203.20,SPY
6/28/2016,S&amp;P cuts United Kingdom sovereign credit rating to 'AA' from 'AAA',NEGATIVE,0.967590392,203.20,SPY
6/28/2016,Huge helium deposit found in Africa,POSITIVE,0.806030393,203.20,SPY
6/28/2016,CEO of the South African state broadcaster quits shortly after negative news about president is banned.,NEGATIVE,0.994383812,203.20,SPY
6/28/2016,"Brexit cost investors $2 trillion, the worst one day drop ever",NEGATIVE,0.999939919,203.20,SPY
6/28/2016,Hong Kong democracy activists call for return to British rule as first step to independence,POSITIVE,0.716807246,203.20,SPY
6/28/2016,Brexit: Iceland president says UK can join 'triangle' of non-EU countries,NEGATIVE,0.974492192,203.20,SPY
6/28/2016,"UK's Osborne: 'Absolutely' going to have to cut spending, raise taxes",NEGATIVE,0.99947542,203.20,SPY
6/28/2016,'Do not let Scotland down now' : Scottish MEP Alyn Smith has urged members of the European Parliament to stand by his country following the UK referendum on EU membership.,POSITIVE,0.777774751,203.20,SPY
6/28/2016,British pound could hit history-making dollar parity by end of 2016,NEGATIVE,0.967303872,203.20,SPY
6/28/2016,"Merkel vows to strengthen EU, tells UK no 'cherry-picking'",NEGATIVE,0.742934465,203.20,SPY
6/28/2016,"""Ryanair will not deploy new aircraft on routes to and from the UK [United Kingdom] next year [2017], following the Brexit vote, and will instead focus on the European Union [EU].""",NEGATIVE,0.999406695,203.20,SPY
6/28/2016,"People, ever more greedy and stupid, destroy the world - Stephen Hawking to Larry King",NEGATIVE,0.984225631,203.20,SPY
6/28/2016,Siemens freezes new UK wind power investment following Brexit vote,NEGATIVE,0.99802506,203.20,SPY
6/28/2016,"US, Canada and Mexico pledge 50% of power from clean energy by 2025",POSITIVE,0.818853319,203.20,SPY
6/28/2016,"There is increasing evidence that Australia is torturing refugees, medical experts claim",NEGATIVE,0.997462749,203.20,SPY
6/28/2016,"Richard Branson, the founder of Virgin Group, said Tuesday that the company has lost about a third of its value since the U.K. voted to leave the European Union last week.",NEGATIVE,0.999855518,203.20,SPY
6/28/2016,"37,000-yr-old skull from Borneo reveals surprise for scientists - Study of the ""Deep Skull"" - oldest modern human discovered in SE Asia - reveals this ancient person was not related to Indigenous Australians, as originally thought. ""Our discovery is a game changer.""",POSITIVE,0.997964501,203.20,SPY
6/28/2016,Palestinians stone Western Wall worshipers; police shut Temple Mount to non-Muslims,NEGATIVE,0.993674278,203.20,SPY
6/28/2016,Jean-Claude Juncker asks Farage: Why are you here?,NEGATIVE,0.972758353,203.20,SPY
6/28/2016,"""Romanians for Remainians"" offering a new home to the 48% of Britons who voted to stay in the EU | Bucharest newspaper's app connects loving Romanian families with needy Brits, allowing people to offer to help would-be immigrants apply for a Romanian ID",POSITIVE,0.940954685,203.20,SPY
6/28/2016,Brexit: Gibraltar in talks with Scotland to stay in EU,NEGATIVE,0.880905926,203.20,SPY
6/28/2016,8 Suicide Bombers Strike Lebanon,NEGATIVE,0.711659729,203.20,SPY
6/28/2016,"Mexico's security forces routinely use 'sexual torture' against women: Rights group Amnesty International has compiled testimonies of sexual violence used as torture by Mexican security forces. Despite thousands of complaints, only 15 probes have led to criminal convictions since 1991.",NEGATIVE,0.95510596,203.20,SPY
6/27/2016,Barclays and RBS shares suspended from trading after tanking more than 8%,NEGATIVE,0.999042451,199.60,SPY
6/27/2016,Pope says Church should ask forgiveness from gays for past treatment,NEGATIVE,0.988422692,199.60,SPY
6/27/2016,Poland 'shocked' by xenophobic abuse of Poles in UK,NEGATIVE,0.97419399,199.60,SPY
6/27/2016,"There will be no second referendum, cabinet agrees",POSITIVE,0.983222902,199.60,SPY
6/27/2016,"Scotland welcome to join EU, Merkel ally says",POSITIVE,0.984850526,199.60,SPY
6/27/2016,Sterling dips below Friday's 31-year low amid Brexit uncertainty,NEGATIVE,0.918542325,199.60,SPY
6/27/2016,No negative news about South African President allowed on state broadcaster.,POSITIVE,0.602983952,199.60,SPY
6/27/2016,Surge in Hate Crimes in the U.K. Following U.K.s Brexit Vote,NEGATIVE,0.790386558,199.60,SPY
6/27/2016,"Weapons shipped into Jordan by the CIA and Saudi Arabia intended for Syrian rebels have been systematically stolen by Jordanian intelligence operatives and sold to arms merchants on the black market, according to American and Jordanian officials",NEGATIVE,0.998974085,199.60,SPY
6/27/2016,Angela Merkel said the U.K. must file exit papers with the European Union before talks can begin,NEGATIVE,0.959417582,199.60,SPY
6/27/2016,"In a birth offering hope to a threatened species, an aquarium in Osaka, Japan, has succeeded in artificially breeding a southern rockhopper penguin for the first time in the world.",NEGATIVE,0.988139391,199.60,SPY
6/27/2016,Sky News Journalist Left Speechless As Leave MP Tells Him 'There Is No Plan',NEGATIVE,0.999801576,199.60,SPY
6/27/2016,Giant panda in Macau gives birth to twins,POSITIVE,0.996837258,199.60,SPY
6/27/2016,Get out now: EU leader tells Britain it must invoke Article 50 on Tuesday,NEGATIVE,0.992128134,199.60,SPY
6/27/2016,Sea turtle 'beaten and left for dead' on beach by people taking selfies: Loggerhead sea turtle receiving treatment after it was beaten with sticks and stepped on in Lebanon,NEGATIVE,0.998857021,199.60,SPY
6/27/2016,German lawyers to probe Erdogan over alleged war crimes,NEGATIVE,0.504666686,199.60,SPY
6/27/2016,"Boris Johnson says the UK will continue to ""intensify"" cooperation with the EU and tells his fellow Leave supporters they must accept the 52-48 referendum win was ""not entirely overwhelming"".",POSITIVE,0.728070974,199.60,SPY
6/27/2016,Richard Branson is calling on the UK government to hold a second EU referendum to prevent 'irreversible damage' to the country.,NEGATIVE,0.670420647,199.60,SPY
6/27/2016,Turkey 'sorry for downing Russian jet',NEGATIVE,0.999909282,199.60,SPY
6/27/2016,Edward Snowden lawyer vows new push for pardon from Obama,NEGATIVE,0.816215575,199.60,SPY
6/27/2016,"Brexit opinion poll reveals majority don't want second EU referendum: ""half (48%) of British adults say that they are happy with the result, with two in five (43%) saying they are unhappy with the outcome.""",NEGATIVE,0.937573433,199.60,SPY
6/27/2016,"Conservative MP Leave Campaigner: ""The leave campaign don't have a post-Brexit plan...""",NEGATIVE,0.995091319,199.60,SPY
6/27/2016,"Economists predict UK recession, further weakening of Pound following Brexit.",NEGATIVE,0.967660129,199.60,SPY
6/27/2016,"New EU 'superstate plan by France, Germany: Creating a European superstate limiting the powers of individual members following Britains referendum decision to leave the EU",NEGATIVE,0.919158697,199.60,SPY
6/27/2016,Pakistani clerics declare transgender marriages legal under Islamic law,NEGATIVE,0.668331683,199.60,SPY
6/24/2016,David Cameron to Resign as PM After EU Referendum,NEGATIVE,0.970015526,203.13,SPY
6/24/2016,BBC forecasts UK votes to Leave the European Union,NEGATIVE,0.832488954,203.13,SPY
6/24/2016,"Nicola Sturgeon says a second independence referendum for Scotland is ""now highly likely""",NEGATIVE,0.609360337,203.13,SPY
6/24/2016,It's official. Britain votes to leave the European Union.,POSITIVE,0.964329958,203.13,SPY
6/24/2016,World's Largest Tibetan Buddhist Institute Ordered to be Demolished by Chinese Government,NEGATIVE,0.99972254,203.13,SPY
6/24/2016,Not a single place in Scotland voted to leave the EU...,NEGATIVE,0.9977144,203.13,SPY
6/24/2016,"Rich Getting Richer at the Expense of the Poor, Oxfam Warns",NEGATIVE,0.938925147,203.13,SPY
6/24/2016,Spanish minister calls for Gibraltar to be returned to Spain on back of Brexit vote,NEGATIVE,0.982561052,203.13,SPY
6/24/2016,British Pound drops nearly 5% in minutes following strong results for leave campaign in Newcastle,NEGATIVE,0.997941911,203.13,SPY
6/24/2016,J.K. Rowling leads the charge for Scottish independence after UK votes for Brexit,POSITIVE,0.950753868,203.13,SPY
6/24/2016,"Buenos Aires zoo to close after 140 years: 'Captivity is degrading' - Mayor Horacio Rodrguez Larreta said that the zoos 2,500 animals will be gradually moved to nature reserves in Argentina which can provide a more suitable environment.",NEGATIVE,0.999861836,203.13,SPY
6/24/2016,Northern Ireland's Deputy First Minister calls for poll on united Ireland after Brexit,NEGATIVE,0.988188446,203.13,SPY
6/24/2016,Polls close | Brexit polling day as it happened,NEGATIVE,0.942893028,203.13,SPY
6/24/2016,Brexit: Petition for second EU referendum so popular the government site's crashing | UK | News,NEGATIVE,0.974853098,203.13,SPY
6/24/2016,"North Korea printing massive amounts of fake Chinese currency, defectors say",NEGATIVE,0.999680996,203.13,SPY
6/24/2016,Sinn Fein calls for a referendum on Irish reunification after Brexit,NEGATIVE,0.960367918,203.13,SPY
6/24/2016,$70 billion wiped off the Australian sharemarket as a result of Brexit.,NEGATIVE,0.999339044,203.13,SPY
6/24/2016,Nigel Farage disowns Vote Leave '350m for the NHS' pledge hours after result,NEGATIVE,0.99404645,203.13,SPY
6/24/2016,Top EU leader: we want Britain out as soon as possible,POSITIVE,0.951346934,203.13,SPY
6/24/2016,"Nigel Farage: 350 million pledge to fund the NHS was a 'big mistake'.Captions such as ""Let's give our NHS the 350 million the EU takes every week"" and ""We send the EU 350 million a week, let's fund our NHS instead"" were stamped on Vote Leave campaign material.",NEGATIVE,0.999951363,203.13,SPY
6/24/2016,Thousands of London banking job cuts to start next week,NEGATIVE,0.996085882,203.13,SPY
6/24/2016,Google says there was a large spike in searches for Irish passport applications as news broke,NEGATIVE,0.987976015,203.13,SPY
6/24/2016,EU referendum; Gibraltar backs Remain with 94% in first result of the night,NEGATIVE,0.739734709,203.13,SPY
6/24/2016,"After Brexit, U.K. Residents Google 'What Is The EU?'",NEGATIVE,0.998670578,203.13,SPY
6/24/2016,A Turkish man has been found guilty of insulting President Recep Tayyip Erdogan for depicting him as the Gollum character from the Lord of the Rings. A court in the south-western Antalya province gave Rifat Cetin a suspended one-year jail sentence and stripped him of parental custody rights.,NEGATIVE,0.998551309,203.13,SPY
6/23/2016,"Today The United Kingdom decides whether to remain in the European Union, or leave",NEGATIVE,0.885005236,210.81,SPY
6/23/2016,"E-cigarettes should not be banned in public, medical experts warn: 'A ban on using e-cigarettes in public places could be damaging, as it may put off smokers from using e-cigarettes to help them quit,' says Rosanna O'Connor from Public Health England",NEGATIVE,0.995522261,210.81,SPY
6/23/2016,Report: China is still harvesting organs from prisoners,NEGATIVE,0.999795258,210.81,SPY
6/23/2016,"Man opens fire at cinema complex in Germany, several people wounded  report",NEGATIVE,0.999193609,210.81,SPY
6/23/2016,"Erdoan: Europe, you dont want us because were Muslim",NEGATIVE,0.997800887,210.81,SPY
6/23/2016,"Asian millionaires now control more wealth than those in North America, Europe and other regions",POSITIVE,0.981623828,210.81,SPY
6/23/2016,"A Japanese porn industry association has apologised and promised reform, amid allegations women are being forced to perform sex acts on film.",NEGATIVE,0.996553779,210.81,SPY
6/23/2016,"University students are being warned when classes contains graphic or sensitive content, including sexual abuse, rape and transgenderism, to protect their mental health. Australian academics are issuing so-called ""trigger warnings"" for confronting material in classrooms.",NEGATIVE,0.98879087,210.81,SPY
6/23/2016,Afghan interpreters 'betrayed' by UK and US,NEGATIVE,0.991164982,210.81,SPY
6/23/2016,"Contagious cancer cells are spreading between different animals and even different species in the sea, according to new research which raises the prospect of the disease becoming infectious in humans.",NEGATIVE,0.998326242,210.81,SPY
6/23/2016,51 Killed in China by Powerful Tornado,NEGATIVE,0.974350691,210.81,SPY
6/23/2016,Teacher Killings Ignite Calls for Revolution in Mexico: Police crackdown on rural educator protest spurs wide rebuke of government privatization and repression,NEGATIVE,0.518760026,210.81,SPY
6/23/2016,Solar plane lands in Spain after three-day Atlantic crossing,NEGATIVE,0.90934664,210.81,SPY
6/23/2016,Brexit supporters urged to take own pens to polling station amid fears of MI5 conspiracy,NEGATIVE,0.994269371,210.81,SPY
6/23/2016,"Cities forge world's largest alliance to curb climate change | More than 7,100 cities in 119 countries formed the Global Covenant of Mayors for Climate and Energy, a network for helping exchange information on such goals as developing clean energy, organizers said.",POSITIVE,0.986865699,210.81,SPY
6/23/2016,"Colombia, FARC announce full ceasefire, 'last day of the war'",NEGATIVE,0.905470967,210.81,SPY
6/23/2016,"Gunmen kill Sufi devotional singer Amjad Sabri in Pakistan, Pakistani Taliban claim responsibility",NEGATIVE,0.979019344,210.81,SPY
6/23/2016,India launches 20 satellites in single mission,POSITIVE,0.778395653,210.81,SPY
6/23/2016,F-16s to be manufactured soon in an assembly line in India,POSITIVE,0.997990608,210.81,SPY
6/23/2016,"Australia's gun laws stopped mass shootings and reduced homicides, study finds.",POSITIVE,0.882415235,210.81,SPY
6/23/2016,French cement company in Syria buys oil from ISIS  Documents,NEGATIVE,0.996746421,210.81,SPY
6/23/2016,Pope to visit Armenia after irking Turkey with 'genocide' label,NEGATIVE,0.990229905,210.81,SPY
6/23/2016,Merkel says NATO must be strengthened,POSITIVE,0.520221651,210.81,SPY
6/23/2016,"China cracks down on online comments, click-bait stories, foreign TV content as Xi reshapes media landscape",NEGATIVE,0.98456341,210.81,SPY
6/23/2016,"The prime minister of India is set to get a brand new Air India One aircraft, will be more advanced than Air Force One.",NEGATIVE,0.676831603,210.81,SPY
6/22/2016,German government agrees to ban fracking indefinitely,NEGATIVE,0.998321593,208.10,SPY
6/22/2016,"Teenage recruits were raped by staff and forced to rape each other as part of initiation practices in the Australian military going back to 1960, a public inquiry heard on Tuesday",NEGATIVE,0.995952725,208.10,SPY
6/22/2016,"Pakistan is selling nuclear materials to N Korea and China knows it, US sources say",NEGATIVE,0.996392906,208.10,SPY
6/22/2016,Amazon jaguar shot dead at Olympic torch ceremony,NEGATIVE,0.999721467,208.10,SPY
6/22/2016,Mexican flags raised around Donald Trump's golf course - Ahead of Trump's visit to Scotland this week,NEGATIVE,0.796584904,208.10,SPY
6/22/2016,EU smashes 2020 emissions target six years early | Greenhouse gas emissions in 2014 were 4.1% lower than the previous year and 24.4% below the 1990 baseline. The 2020 target is a 20% cut.,NEGATIVE,0.998156965,208.10,SPY
6/22/2016,Police kill eight striking Mexican teachers as Activists Denounce Police Killings &amp; Crackdowns on Teachers in Oaxaca,NEGATIVE,0.953372598,208.10,SPY
6/22/2016,Pro-choice activists have delivered abortion pills to women in Northern Ireland using a drone.,NEGATIVE,0.993188977,208.10,SPY
6/22/2016,"A French football fan shoved an 18cm-long flare up his rectum in order to smuggle it into a Euro 2016 game. He then pulled the device out and set it off in the crowd, burning himself and two others in the process, before being charged over the incident by French police.",NEGATIVE,0.999646664,208.10,SPY
6/22/2016,"Indian space agency ISRO launches 20 satellites in a single launch, setting a new record for the agency",POSITIVE,0.997327566,208.10,SPY
6/22/2016,Japanese power company TEPCO admits it lied about meltdown after Fukushima,NEGATIVE,0.996413648,208.10,SPY
6/22/2016,Murdoch's News Corp buys 72 regional newspapers for $37 million,NEGATIVE,0.839387,208.10,SPY
6/22/2016,"""Europe's growing army of robot workers could be classed as 'electronic persons' and their owners liable to paying social security for them if the European Union adopts a draft plan to address the realities of a new industrial revolution.""",NEGATIVE,0.997278273,208.10,SPY
6/22/2016,Intel Fights Record $1.2 Billion Antitrust Fine at Top EU Court for bribing computer makers to not use AMD,NEGATIVE,0.99829644,208.10,SPY
6/22/2016,Russian security service conducts raids on Church of Scientology Federal Security Service raid over a dozen locations in Moscow and St Petersburg as part of investigation into alleged illegal business dealings,NEGATIVE,0.944396436,208.10,SPY
6/22/2016,"Turkish students and graduates from 370 schools issue statements against AKP government's Islamization of education, student protests continue",NEGATIVE,0.990208864,208.10,SPY
6/22/2016,"Japan Election Campaign Kicks off, Voting Age Lowered to 18",NEGATIVE,0.996258736,208.10,SPY
6/22/2016,"Moscow has signed an agreement with Los Angeles-based company Hyperloop One to explore building a futuristic, high-speed transportation system known as a Hyperloop in the Russian capital.",POSITIVE,0.990616739,208.10,SPY
6/22/2016,TEPCO admits meltdown cover-up - The president of Tokyo Electric Power Company has admitted the company concealed the reactor meltdowns at its Fukushima Daiichi nuclear plant immediately after the March 2011 earthquake and tsunami,NEGATIVE,0.998340964,208.10,SPY
6/22/2016,Indian State Grants Jews Minority Status - India Real Time,POSITIVE,0.964338303,208.10,SPY
6/22/2016,Canadian Rescue Plane successfully reaches South Pole Research Outpost.,POSITIVE,0.997505367,208.10,SPY
6/22/2016,The Swedish parliament on Tuesday voted in favour of tough new asylum and residency laws.,NEGATIVE,0.616075635,208.10,SPY
6/22/2016,French police teargas migrants trying to board trucks to the UK,NEGATIVE,0.974510431,208.10,SPY
6/22/2016,"Qawwali musician Amjad Sabri was shot dead in Pakistan. In 2014, the Islamabad Hight Court had issued a notice in a blasphemy case to two private TV channels. The show had mixed a mock wedding with a qawwali sung by Sabri related to religious figures, and was considered offensive.",NEGATIVE,0.999402285,208.10,SPY
6/22/2016,N. Korea launches what appears to be Musudan mid-range missile from east coast,NEGATIVE,0.98055023,208.10,SPY
